player,Normalized Win Probability
Lionel Messi,88.55589873752983
Christian Eriksen,1.345044992123249
Cristiano Ronaldo,1.2218078380664628
Paul Pogba,0.8632139522684776
Mohamed Salah,0.8381948869503735
Robert Lewandowski,0.4592404601892583
Neymar,0.3824070630321217
Ivan Rakitić,0.3155169381866535
Antoine Griezmann,0.2976753924961098
Harry Kane,0.285911681407039
Sadio Mané,0.18327120374334066
Sergio Agüero,0.18183535680404508
Aymeric Laporte,0.172731900954151
Virgil van Dijk,0.16258525929280523
Toby Alderweireld,0.16162430432477987
Kylian Mbappé,0.15249055875715076
Raheem Sterling,0.14331368828860636
Dušan Tadić,0.13429566912046048
Alisson,0.13405787204851005
Jordi Alba,0.1296958560637155
Andrew Robertson,0.12501210193788095
Philippe Coutinho,0.12468202869674529
Karim Benzema,0.10597578637550151
Miralem Pjanić,0.10297740889926102
David Silva,0.10233679381450986
Son Heung-min,0.10046204274807896
Georginio Wijnaldum,0.09450925216103478
Paulo Dybala,0.08854151941703646
Toni Kroos,0.08690195469498314
Memphis,0.08467411914450503
Hugo Lloris,0.07970093533028211
Ángel Di María,0.07943676349565618
Edin Džeko,0.07903597534010111
Hakim Ziyech,0.07833870016581355
Nabil Fekir,0.07829889097903518
Luis Suárez,0.07678907187896142
Roberto Firmino,0.07677533677704772
Aleksandar Kolarov,0.07349961307600461
James Milner,0.06788125900774149
Lorenzo Insigne,0.06633943881911515
Moussa Marega,0.06400311768373736
Trent Alexander-Arnold,0.059941956401165716
Bernardo Silva,0.05957784061999719
Gerard Piqué,0.05788525051407821
Marc-André ter Stegen,0.04840114757267429
Tanguy Ndombele,0.044062433230335214
Leonardo Bonucci,0.04362788433795405
Lucas Moura,0.04324284549531916
Sergio Busquets,0.0410860021015587
Koke,0.040985860834326024
Axel Witsel,0.040835487735630796
David de Gea,0.04071020950296219
Kyle Walker,0.03843619789952714
Joshua Kimmich,0.03433911647473651
İlkay Gündoğan,0.033772788070861974
Ederson,0.032656232294400005
Matthijs de Ligt,0.03263665864905604
Houssem Aouar,0.031068802877284557
Daley Blind,0.029817909663397067
Otávio,0.026665778392904176
Marcus Rashford,0.026467654768749724
Jan Oblak,0.0239871753824463
Donny van de Beek,0.023853741286311538
Kieran Trippier,0.022804036123343543
Felipe,0.022721924611463135
Luke Shaw,0.022695683749211975
Frenkie de Jong,0.022482103453190756
Lasse Schöne,0.021948617336671614
André Onana,0.02146448885947868
Ferland Mendy,0.02130991848071355
Nikola Vlašić,0.020554589185331693
Mauro Icardi,0.019662856381423763
Wojciech Szczęsny,0.019467859198901944
Dele Alli,0.01943660971189645
Marcelo Brozović,0.019142949665281083
Jordan Henderson,0.01913241230137171
Jan Vertonghen,0.018644261828907212
David Alaba,0.018641725216856683
Héctor Herrera,0.01856339723908464
Gareth Bale,0.017943249886557586
Harry Winks,0.017584893552772332
Fernandinho,0.017349025220922923
Iker Casillas,0.016619256293475555
Alex Telles,0.01587213042097424
Marco Reus,0.015854061502346896
Steven Nzonzi,0.0148732624280765
Marcelo,0.014743311210934081
Marquinhos,0.01435921746064904
Nicolás Tagliafico,0.013917763255392538
Oliver Baumann,0.013885288367570641
Victor Lindelöf,0.013730538273863635
Roman Bürki,0.013466148044704734
Ashley Young,0.013307613886497378
Nemanja Matić,0.013159124271726379
