player,Normalized Win Probability
Roy Makaay,17.956742026623413
Andriy Shevchenko,12.234508965472505
Thierry Henry,11.353412562682758
Frank Lampard,10.684002564196364
Luis García,4.694023795924712
Samuel Eto'o,3.073794857696823
Michael Essien,2.948611118006576
Kaká,2.2610164625975107
John Terry,2.124828902753232
Hernán Crespo,1.9209478027588582
Dimitar Berbatov,1.710314141377213
John Arne Riise,1.5347317307151889
Ruud van Nistelrooy,1.4762557781532384
Juninho Pernambucano,1.2941529658562079
Didier Drogba,1.2822251132740152
Adriano,1.257650798789695
Steven Gerrard,1.033754530622213
Ronaldinho,0.9447980332270395
Sami Hyypiä,0.9412386297105915
Florent Malouda,0.8890001411152157
Claudio Pizarro,0.7666594442559125
Ronaldo,0.7377323154378784
Raúl,0.732400910968017
Sylvain Wiltord,0.6828298090174755
Wayne Rooney,0.5771110805933956
Jamie Carragher,0.5274489596920884
Javier Saviola,0.5082574961158383
Jacek Krzynówek,0.48507251456810646
Michael Ballack,0.46417752048553707
Phillip Cocu,0.4266083960397794
Andrea Pirlo,0.40850360565830535
Paolo Maldini,0.37234698049727105
Milan Baroš,0.367779364928864
Zlatan Ibrahimović,0.3618920381430337
Eiður Guðjohnsen,0.354811820770962
Deco,0.354349779905269
Dida,0.34755735327342235
Miroslav Klose,0.3338767473665768
Pavel Nedvěd,0.32533945083393806
Johan Micoud,0.2576091895906841
Cafú,0.22930850211778686
Damien Duff,0.22869861595059188
Cris,0.22763850440866074
Mahamadou Diarra,0.21051804086908438
Clarence Seedorf,0.20804114131553691
Luís Figo,0.1991279664497819
Roberto Carlos,0.18963873108903628
Petr Čech,0.18869314056359418
Pauleta,0.17271355043239256
Dejan Stanković,0.17251765175630623
Alessandro Del Piero,0.17229791337791261
Steve Finnan,0.17113699372534522
Claude Makélélé,0.17098077112755214
Park Ji-sung,0.16264782762599128
Tuncay Şanlı,0.15986452531344145
William Gallas,0.1567070892575939
Alessandro Nesta,0.14638614791330015
Robert Pirès,0.13504401920680767
Mauro Camoranesi,0.12586655682448772
Freddie Ljungberg,0.1258311852347376
Joe Cole,0.12510687528885087
Xavi,0.114058529733588
José Antonio Reyes,0.11337269241278534
Sidney Govou,0.11313493262107172
Fabio Cannavaro,0.11045556141013355
Gianluca Zambrotta,0.10304816523738758
Bernd Schneider,0.10101108950293894
Lilian Thuram,0.09647736607710733
Lee Young-pyo,0.09633902695937384
Valérien Ismaël,0.09340044204832046
Gianluigi Buffon,0.09321378712775456
Iván Helguera,0.09033362509403964
Oliver Kahn,0.09028733145880713
Mohamed Kallon,0.08995867874302771
Maicon Sisenando,0.08682518797228775
Lúcio,0.08389639802692035
Hasan Salihamidžić,0.08297181841115125
Xabi Alonso,0.08109318758149174
Kolo Touré,0.07769172893075413
Emerson,0.07641872417732783
