player,Normalized Win Probability
Kylian Mbappé,54.83388559574339
Harry Kane,19.25119912328205
Antoine Griezmann,4.075914631542533
Phil Foden,3.565428709658024
Rodrygo,2.2079730276138037
Bruno Fernandes,1.8403958094597823
Erling Haaland,1.6933883256276074
Jude Bellingham,1.6127789761123972
Rodri,1.4986055016199753
Martin Ødegaard,0.8630719015276419
Vinicius Júnior,0.5101837735932541
Bukayo Saka,0.3716987746442471
Joshua Kimmich,0.3698160457228001
Xavi Simons,0.34348375408396714
Leroy Sané,0.33939972430619625
Federico Valverde,0.33401932202429246
İlkay Gündoğan,0.27659305182340194
Achraf Hakimi,0.2644016092890715
Giovanni Di Lorenzo,0.24767732402699144
Ousmane Dembélé,0.2363719898896798
Loïs Openda,0.23256130055161142
Niclas Füllkrug,0.23163955642266065
Robert Lewandowski,0.2248855099713625
Vitinha,0.19690847138277126
Julian Brandt,0.1787465396920673
Toni Kroos,0.15313778497944444
Bernardo Silva,0.1525159881096898
Luis Alberto,0.14994035427684407
Álvaro Morata,0.13966140888435524
Jamal Musiala,0.1176518589553136
Brais Méndez,0.1085161732206077
Matteo Politano,0.10307622112496048
Warren Zaire-Emery,0.0850642497125475
Marcel Sabitzer,0.07860462919049296
Khvicha Kvaratskhelia,0.07205719236165355
André Onana,0.07160605232923463
Declan Rice,0.0701144652094205
Galeno,0.06797737881659563
Bruno Guimarães,0.06738902921167834
Leandro Trossard,0.06450336345948775
Gregor Kobel,0.06371948712118838
Manuel Akanji,0.06313740092548835
Hakan Çalhanoğlu,0.06099963621964805
Rodrigo De Paul,0.06034473151006086
Jan Oblak,0.05853034866891085
Mario Hermoso,0.05507530047148331
Gianluigi Donnarumma,0.05386030872446143
João Cancelo,0.05029419149884471
William Saliba,0.05003051947923101
Koke,0.04990005237377505
Andre-Frank Zambo Anguissa,0.0485137924305578
Antonio Rüdiger,0.04480985804803789
Nico Schlotterbeck,0.04384655330850794
Youssef En-Nesyri,0.043184579126347516
Lautaro Martínez,0.04122151328428556
Gabriel Magalhães,0.041102093649694485
Stanislav Lobotka,0.03956811822826712
David Raum,0.03826754096109647
Fabian Schär,0.03653276143598326
Mikel Merino,0.036311081108812024
Amir Rrahmani,0.035898933549463836
Alex Meret,0.03569021050304942
Jules Koundé,0.034663072996295036
Leon Goretzka,0.03385194722022057
Rúben Dias,0.03372288715043283
Álex Remiro,0.03352662036033509
Joško Gvardiol,0.0330689529555719
