player,Normalized Win Probability
Cristiano Ronaldo,35.45444881085748
Lionel Messi,31.791853031821223
Robert Lewandowski,7.753214968924993
Edinson Cavani,7.185239163368378
Pierre-Emerick Aubameyang,3.5601888804370945
Gonzalo Higuaín,3.2686810922142553
Antoine Griezmann,2.859645221486452
Dries Mertens,0.8821750395737177
Luis Suárez,0.7753539960042634
Alexis Sánchez,0.5192575508918533
Sergio Agüero,0.42944344071712853
Karim Benzema,0.4002929193892479
Radamel Falcao,0.3861355881047481
Neymar,0.3136219436385938
Kylian Mbappé,0.30716598971050507
Riyad Mahrez,0.25334462108605565
Paulo Dybala,0.1562730108720873
Mesut Özil,0.14304211997282137
Saúl Ñíguez,0.1314686259697905
Jamie Vardy,0.12212159899140577
Mario Mandžukić,0.12127332272406142
Arjen Robben,0.115391941391189
Yannick Carrasco,0.10864748830714417
Marek Hamšík,0.10549220954491458
José Callejón,0.09662575051842989
Ángel Di María,0.07777432117275115
Dele Alli,0.07668344204585828
Bernardo Silva,0.06985253395236517
Toni Kroos,0.06261755772527561
Fabinho,0.059632099873347146
Thomas Lemar,0.05783889237879201
Kamil Glik,0.05739836508547692
Koke,0.056239852455738766
Steven Nzonzi,0.05469624170273561
Sergio Ramos,0.05154524840009662
Yann Sommer,0.05145320370889502
Raphaël Varane,0.05145199394252832
Gareth Bale,0.05129415577943142
Keylor Navas,0.048108470601082955
Danijel Subašić,0.047983372352607544
Filipe Luís,0.04638809829218217
Christian Fuchs,0.04449898024983227
Jan Oblak,0.04376298132908152
Javier Hernández,0.043754860964716744
Diego Godín,0.04183905451597071
Gianluigi Buffon,0.03918476977838937
Gabi,0.03715293998530822
Marc-André ter Stegen,0.03625591597957844
Marc Albrighton,0.0358527558118899
Robert Huth,0.03546234628064669
Kevin De Bruyne,0.03483822518167501
Leonardo Bonucci,0.034735694674975746
Arturo Vidal,0.03425500963820644
Miralem Pjanić,0.032233294887396756
Thiago Alcántara,0.03193300348318113
Jemerson,0.031093372630299272
Raheem Sterling,0.02995704576140353
Danny Simpson,0.02904190579000209
Sami Khedira,0.02852818635939076
Danny Drinkwater,0.028284773797206755
Wes Morgan,0.028233244531708973
Stefan Savić,0.02789494283280266
Pepe Reina,0.026838375105577593
Casemiro,0.02563545717658844
Bernd Leno,0.02524863053086245
Valère Germain,0.02487549294420607
David Alaba,0.024371556152638394
Ousmane Dembélé,0.023742270366011373
Sokratis Papastathopoulos,0.02340423937980323
Sergio Rico,0.023273408329708093
Kevin Kampl,0.023229575566808332
Kasper Schmeichel,0.02272515532127937
Lucas Moura,0.0220393481516296
Dani Alves,0.021280886890052222
Dani Carvajal,0.02123604992034968
Blaise Matuidi,0.02055477443161036
Djibril Sidibé,0.019453694521695656
Julian Brandt,0.01927458163008966
Luka Modrić,0.01896015884417641
David Silva,0.018876140045480837
Sergio Escudero,0.018875821403630047
Nico Elvedi,0.018373061988707563
Vitolo,0.017612404761858595
Alex Sandro,0.016680258254567024
Roman Bürki,0.01482594252788383
Julian Weigl,0.014693366165548599
Fernandinho,0.014455624251810866
Manuel Neuer,0.014312902197398902
Tiemoué Bakayoko,0.014031330322073692
Ivan Rakitić,0.013652892680911051
Gerard Piqué,0.013542992071853386
Łukasz Piszczek,0.013249922287569596
Laurent Koscielny,0.012732282743777709
Elseid Hysaj,0.012634835478821712
Sergi Roberto,0.012231240313688945
Aleksandar Kolarov,0.012224537696325144
Anthony Lopes,0.012045559301866623
Shkodran Mustafi,0.011922767156878922
Moussa Dembélé,0.011865218246772979
Samuel Umtiti,0.011733630283785258
Sergio Busquets,0.011083763455817694
Hugo Lloris,0.011043050125200316
André Silva,0.01091808984470698
Nicolás Pareja,0.01091762467673798
Kalidou Koulibaly,0.010911340882455427
Marquinhos,0.010803066674477502
Ömer Toprak,0.010667570057679763
Christian Pulisic,0.009715739403819831
Raphaël Guerreiro,0.009651996446558446
Thiago Silva,0.00951261269304346
İlkay Gündoğan,0.009462044515989667
Giorgio Chiellini,0.00939919312917925
Nicolás Otamendi,0.008850393907387007
Faouzi Ghoulam,0.008697939521434371
Marcelo,0.008276113561728518
Juan Cuadrado,0.008003819843377804
Mats Hummels,0.007988813751176277
Benjamin Henrichs,0.00785295960520013
Eduardo Salvio,0.007795900704567245
Matthias Ginter,0.007615174927689744
Philipp Lahm,0.007150143362096497
Gabriel Mercado,0.007147373328821994
Javier Mascherano,0.0069661013086410725
Jérémy Morel,0.0069096383330913575
Adil Rami,0.00658672900652807
John Stones,0.006527234729495205
Benjamin Mendy,0.006347073597993527
Marcel Schmelzer,0.0061591927650162725
Marco Verratti,0.005680185657172052
Ricardo Quaresma,0.005232932945962197
João Moutinho,0.005189718392313733
Andrea Barzagli,0.005065622448563517
Thomas Delaney,0.0050520962274424345
Charles Aránguiz,0.004980828337374161
Marc Bartra,0.004886070963584163
Claudio Marchisio,0.004813237099167183
Andrés Iniesta,0.004742717012934518
Adama Traoré,0.0045656444327302394
Xabi Alonso,0.004352659240285371
Andrea Raggi,0.003570836037118937
Jonathan Cafu,0.003494167341005517
José María Giménez,0.0034374611231319623
Nélson Semedo,0.0033111869694285416
Iker Casillas,0.0032090112872056615
Christian Noboa,0.0031917698143765767
Davy Pröpper,0.003107624578357612
Patrice Evra,0.0030860070793837695
Mathias Jørgensen,0.0029907805663641923
Victor Lindelöf,0.002882998119008871
Alphonse Areola,0.0027601732328651853
Ederson,0.0027472364988758305
Iván Marcano,0.002670964752455374
Danilo Pereira,0.0026485802100229493
Felipe,0.002622170363624985
Bartosz Bereszyński,0.002503618694055696
Luisão,0.0022915572109815704
Pizzi,0.00228825412980824
Alex Telles,0.002110749066346137
Óliver Torres,0.0020632416434958087
Tomáš Vaclík,0.0020451315147254207
Wanderson,0.0020250001159065104
Ludovic Butelle,0.002006283763415187
Rui Patrício,0.0019744998019453766
Atiba Hutchinson,0.001943929645099389
Ljubomir Fejsa,0.001942982934051421
Cosmin Moți,0.0019404935191721245
William Carvalho,0.0019367501280603122
Natanael,0.0019292882611571284
Igor Akinfeev,0.0019110835591141925
Soslan Dzhanayev,0.0018761916594281101
Rúben Semedo,0.0018179786513416306
Jérôme Boateng,0.0018077269292191523
David Ospina,0.0018070157621040957
Sebastián Coates,0.0017861194735387866
Robin Olsen,0.0017750627413064977
César Navas,0.001723803324291999
Miha Mevlja,0.0017021528195294
Erik Berg,0.0016944002610157797
Gelson Martins,0.0016687284785357973
Peter Ankersen,0.0016642732246861837
Daniel Schwaab,0.0016513017432019223
Éder Álvarez Balanta,0.0016261136551752292
Vladimir Granat,0.0016242426753514299
Anicet Abel,0.0016217697943189107
Marek Suchý,0.0016196237480093027
Georgi Shchennikov,0.0015924964019825264
Erik Sviatchenko,0.0015729851698740621
Mikael Lustig,0.0015484684846740122
Domagoj Vida,0.0015452419117335204
Aleksandr Erokhin,0.0015347391892654562
Héctor Moreno,0.001510797240879217
Junior Fernándes,0.0014630404157180933
Ludwig Augustinsson,0.001447812206061877
Yevhen Khacheridi,0.0014413653553248414
Scott Brown,0.0013758451691990763
Taulant Xhaka,0.0013631296417212775
William Kvist,0.0013344033490984785
Aleksandr Golovin,0.0013157393433722538
Svetoslav Dyakov,0.0012813683878104534
Alexandru Gațcan,0.0011739580192761335
